name, num. of atoms, atomic types, rmsd, max. deviation, av. deviation, pearson**2
NSC_100137,30,"C~1, C~2, H~1, N~1, N~2, O~2",0.059,0.1351,0.0474,0.9775
NSC_100752,32,"C~1, C~2, H~1, N~1, O~1",0.0593,0.1513,0.0437,0.9603
NSC_101028,38,"C~1, C~2, H~1, O~1, O~2",0.0593,0.1716,0.0464,0.9763
NSC_10116,22,"C~1, C~2, H~1, N~2, O~1, O~2",0.0593,0.1507,0.047,0.9703
NSC_101359,31,"C~1, C~2, H~1, N~2, O~1, O~2, S~1",0.0593,0.1819,0.0423,0.9497
NSC_100954,28,"C~1, C~2, H~1, O~1, O~2",0.0594,0.1528,0.0453,0.9747
NSC_101736,22,"C~1, C~2, H~1, N~1, N~2",0.0594,0.1671,0.0413,0.9857
NSC_100927,31,"C~1, C~2, H~1, N~1, O~1, O~2",0.0595,0.2308,0.0421,0.975
NSC_101086,32,"C~2, H~1, N~1, N~2, O~1, O~2",0.0596,0.1122,0.0435,0.981
NSC_100143,18,"C~1, C~2, H~1, N~1, N~2, S~1",0.0598,0.1366,0.0407,0.9694
NSC_100624,26,"C~1, H~1, O~1",0.0598,0.1261,0.0528,0.9847
NSC_1009,41,"C~1, C~2, H~1, N~1, O~1, O~2",0.0598,0.1618,0.0457,0.9766
NSC_101316,64,"C~1, C~2, H~1, N~1, N~2, O~1, O~2",0.0598,0.1977,0.0454,0.9713
NSC_101549,30,"C~2, H~1, N~2, O~1, O~2",0.0599,0.1692,0.0442,0.9386
NSC_101583,29,"C~1, C~2, H~1, N~1, O~1, O~2",0.0599,0.2029,0.0435,0.9803
NSC_10198,52,"C~1, C~2, H~1, O~1, O~2",0.06,0.1746,0.0459,0.9767
NSC_102020,21,"C~1, C~2, H~1, N~1, N~2, O~1, O~2",0.06,0.1179,0.0493,0.9863
NSC_100921,22,"C~1, C~2, H~1, O~1, O~2, S~1",0.0602,0.1287,0.0464,0.9737
NSC_101603,24,"C~1, C~2, H~1, N~2, O~1, O~2",0.0602,0.2017,0.0458,0.9741
NSC_100178,28,"C~1, C~2, H~1, N~1, O~2",0.0603,0.2045,0.0424,0.9799
NSC_101355,22,"C~1, H~1, O~1, O~2, S~2",0.0605,0.2178,0.0384,0.985
NSC_1015,52,"C~1, C~2, H~1, N~1, N~2, O~1, O~2",0.0605,0.241,0.0437,0.9807
NSC_101627,33,"C~1, C~2, H~1, N~1, N~2, O~1, S~1",0.0605,0.1278,0.0502,0.9796
NSC_101653,30,"C~1, C~2, H~1, N~1, N~2, O~1, O~2",0.0605,0.2088,0.0445,0.9757
NSC_100412,32,"C~1, C~2, H~1, O~1, O~2",0.0607,0.1986,0.043,0.9629
NSC_100670,25,"C~1, C~2, H~1, N~1, O~2",0.0607,0.2203,0.0432,0.9762
NSC_100790,57,"C~1, C~2, H~1, N~1, N~2, O~1, O~2, S~2",0.0607,0.1891,0.0445,0.9873
NSC_101134,26,"C~1, C~2, H~1, N~1, O~1, O~2",0.0607,0.1441,0.046,0.9816
NSC_100792,28,"C~1, C~2, H~1, N~1, N~2, O~1, O~2",0.0608,0.1401,0.0507,0.9841
NSC_100046,46,"C~1, C~2, H~1, O~1, O~2",0.061,0.1872,0.0477,0.976
NSC_1012,46,"C~1, C~2, H~1, N~1, N~2, O~1, O~2",0.061,0.1921,0.0451,0.9834
NSC_101762,110,"C~1, C~2, H~1, N~1, O~1, O~2, S~2",0.061,0.2242,0.0452,0.976
NSC_10022,40,"C~1, C~2, H~1, N~1, O~1, O~2",0.0611,0.2278,0.0394,0.9809
NSC_100259,41,"C~1, C~2, H~1, O~1, O~2",0.0611,0.2473,0.0413,0.9656
NSC_100279,39,"C~1, C~2, H~1, N~1, N~2, O~1",0.0611,0.1678,0.0515,0.9791
NSC_100154,21,"C~1, C~2, H~1, N~1, O~2",0.0612,0.1458,0.0462,0.9804
NSC_10182,32,"C~1, C~2, H~1, N~1, N~2, O~2",0.0612,0.1988,0.0453,0.9808
NSC_101761,100,"C~1, C~2, H~1, N~1, O~1, O~2, S~2",0.0613,0.2471,0.0439,0.9759
NSC_101794,42,"C~1, C~2, H~1, N~1, N~2, O~2",0.0613,0.2415,0.0395,0.9843
NSC_100976,25,"C~2, H~1, O~2, S~1",0.0614,0.1827,0.0458,0.9362
NSC_100915,26,"C~1, H~1, O~1",0.0616,0.1968,0.0453,0.9653
NSC_101857,10,"C~1, C~2, H~1, O~2, S~2",0.0616,0.1097,0.0482,0.9919
NSC_100787,90,"C~1, C~2, H~1, N~1, N~2, O~1, O~2, S~2",0.0617,0.205,0.0473,0.9841
NSC_101581,38,"C~1, C~2, H~1, N~1, N~2, O~1, O~2, S~2",0.0617,0.1798,0.0461,0.9816
NSC_100375,42,"C~1, C~2, H~1, N~1, N~2, O~1, O~2",0.0619,0.1726,0.0474,0.971
NSC_10048,24,"C~1, C~2, H~1, N~1, N~2, O~1, O~2",0.0619,0.0961,0.053,0.9825
NSC_10114,24,"C~1, C~2, H~1, N~2, O~1, O~2",0.0619,0.0937,0.0554,0.9722
NSC_101605,18,"C~1, C~2, H~1, N~2, O~1, O~2",0.062,0.1351,0.0518,0.9758
NSC_101576,49,"C~1, C~2, H~1, N~1, O~1, O~2, S~2",0.0621,0.2254,0.0465,0.9807
NSC_100729,18,"C~2, H~1, N~2, O~1",0.0622,0.1204,0.05,0.9709
NSC_101488,36,"C~1, C~2, H~1, N~1, N~2, O~2",0.0622,0.1791,0.0443,0.9689
NSC_101580,22,"C~1, C~2, H~1, N~1, N~2, O~1, O~2",0.0622,0.1754,0.0505,0.9716
NSC_101622,30,"C~1, C~2, H~1, N~1, N~2",0.0622,0.1487,0.0491,0.9778
NSC_1004,25,"C~1, C~2, H~1, N~1, O~1, O~2",0.0625,0.1494,0.0497,0.979
NSC_101769,24,"C~1, C~2, H~1, N~1, N~2, O~1, O~2, S~1",0.0625,0.1392,0.0511,0.9858
NSC_101805,40,"C~1, C~2, H~1, N~1, N~2, O~2",0.0625,0.2392,0.0399,0.9858
NSC_1007,32,"C~1, C~2, H~1, O~1, O~2",0.063,0.1716,0.0447,0.9727
NSC_101166,40,"C~1, C~2, H~1, N~1, N~2, O~1",0.063,0.1646,0.0497,0.9865
NSC_101495,30,"C~1, C~2, H~1, N~1, N~2, S~1",0.063,0.1368,0.0489,0.9778
NSC_101619,33,"C~1, C~2, H~1, N~1, N~2, O~1",0.063,0.1646,0.053,0.9796
NSC_100135,40,"C~1, C~2, H~1, N~1, N~2, O~1, O~2",0.0631,0.1212,0.0511,0.9784
NSC_101062,54,"C~1, C~2, H~1, N~1, O~2, S~2",0.0631,0.2127,0.0464,0.9882
NSC_101167,33,"C~1, C~2, H~1, N~1, N~2, O~1",0.0631,0.1668,0.0478,0.9863
NSC_101672,44,"C~1, C~2, H~1, N~1, N~2, O~1, O~2, S~2",0.0631,0.1449,0.0451,0.9884
NSC_100044,35,"C~1, C~2, H~1, N~1, N~2, O~1",0.0633,0.1233,0.0539,0.9829
NSC_10012,26,"C~1, C~2, H~1, N~1, N~2, O~2",0.0633,0.182,0.0483,0.9763
NSC_100750,25,"C~2, H~1, N~1, N~2, O~1, O~2",0.0634,0.1422,0.0498,0.971
NSC_100784,31,"C~1, C~2, H~1, N~1, N~2, O~1, O~2",0.0634,0.13,0.0546,0.9841
NSC_10119,19,"C~1, C~2, H~1, N~2, O~1, O~2",0.0634,0.1178,0.0555,0.9801
NSC_100777,45,"C~1, C~2, H~1, N~2, O~1, O~2",0.0635,0.2147,0.047,0.9532
NSC_101498,30,"C~1, C~2, H~1, N~1, N~2",0.0635,0.1845,0.0451,0.9736
NSC_101153,32,"C~1, C~2, H~1, N~1, N~2, O~1",0.0636,0.1575,0.05,0.9821
NSC_100310,38,"C~1, C~2, H~1, O~1, O~2",0.0639,0.2572,0.037,0.9498
NSC_100618,21,"C~1, C~2, H~1, N~1, O~2",0.0639,0.1498,0.0451,0.9889
NSC_101978,52,"C~1, C~2, H~1, O~1, O~2",0.0639,0.1942,0.0504,0.9734
NSC_10139,26,"C~1, C~2, H~1, O~1, O~2",0.064,0.1958,0.0507,0.9709
NSC_101160,35,"C~1, C~2, H~1, N~1, N~2, O~1",0.0641,0.1771,0.0537,0.9795
NSC_101468,24,"C~1, C~2, H~1, N~1, O~1, O~2",0.0641,0.1386,0.0496,0.9783
NSC_100239,31,"C~2, H~1, O~1, O~2",0.0643,0.2223,0.0456,0.9464
NSC_100849,44,"C~1, C~2, H~1, N~1, N~2, O~1, O~2",0.0643,0.1724,0.0511,0.9812
NSC_101674,49,"C~1, C~2, H~1, N~1, O~1, O~2, S~2",0.0644,0.2295,0.0442,0.9853
NSC_10183,33,"C~2, H~1, N~1, O~1, O~2",0.0644,0.1597,0.0521,0.9759
NSC_102019,23,"C~2, H~1, N~1, O~2, S~2",0.0644,0.1524,0.0553,0.9857
NSC_100793,31,"C~1, C~2, H~1, N~1, N~2, O~1",0.0647,0.1625,0.0519,0.9813
NSC_101888,45,"C~1, C~2, H~1, O~1, O~2, S~2",0.0647,0.2858,0.0443,0.9859
NSC_10177,37,"C~1, C~2, H~1, O~1, O~2",0.0648,0.2209,0.0478,0.9697
NSC_101992,20,"C~1, C~2, H~1, N~1, O~2, S~2",0.0648,0.1314,0.0533,0.9853
NSC_100133,33,"C~1, C~2, H~1, N~1, N~2, S~2",0.0649,0.2215,0.0455,0.9633
NSC_101611,53,"C~1, C~2, H~1, N~1, N~2, O~2, S~1",0.0649,0.2836,0.0383,0.9578
NSC_101170,13,"C~2, H~1, N~1, N~2, O~2",0.0652,0.1223,0.0524,0.9857
NSC_100715,53,"C~1, C~2, H~1, N~1, O~1",0.0653,0.3057,0.0419,0.9405
NSC_10083,29,"C~1, C~2, H~1, O~1, O~2",0.0653,0.2078,0.0472,0.967
NSC_101200,30,"C~1, C~2, H~1, N~1, N~2, O~1, O~2, S~1",0.0655,0.1613,0.0532,0.9747
NSC_101584,53,"C~1, C~2, H~1, O~1, S~1",0.0655,0.2668,0.0466,0.9451
NSC_101842,27,"C~2, H~1, N~1, N~2, O~1, O~2",0.0658,0.1719,0.0516,0.9661
NSC_101620,22,"C~1, C~2, H~1, N~1, N~2, O~1",0.0659,0.1427,0.054,0.9772
NSC_101855,13,"C~1, H~1, O~1, O~2, S~2",0.0659,0.1645,0.045,0.994
NSC_101636,17,"C~2, H~1, N~1, N~2, O~1",0.066,0.1525,0.0528,0.9751
NSC_101163,36,"C~1, C~2, H~1, N~1, N~2, O~1",0.0661,0.1626,0.0518,0.9844
NSC_101171,32,"C~1, C~2, H~1, N~1, N~2, O~1",0.0662,0.1683,0.0528,0.983
NSC_101500,32,"C~1, C~2, H~1, N~1, N~2, O~2",0.0662,0.1602,0.0536,0.9727
NSC_100939,25,"C~1, C~2, H~1, O~1, O~2, S~1",0.0663,0.2066,0.048,0.9713
NSC_100961,26,"C~1, C~2, H~1, N~1, O~2",0.0663,0.1588,0.0499,0.9721
NSC_100000,29,"C~1, C~2, H~1, N~1, O~2",0.0664,0.1685,0.051,0.9713
NSC_100821,26,"C~2, H~1, N~1, N~2, O~1, O~2",0.0664,0.1555,0.05,0.975
NSC_10133,25,"C~1, C~2, H~1, N~1, O~1, O~2",0.0664,0.1522,0.0533,0.9789
NSC_101655,14,"C~2, H~1, N~1, N~2, O~2",0.0666,0.121,0.0543,0.9844
NSC_100416,18,"C~1, C~2, H~1, N~1, O~1, O~2",0.0668,0.1619,0.0488,0.9852
NSC_100542,24,"C~1, C~2, H~1, O~1, O~2",0.0669,0.2088,0.0517,0.9713
NSC_10061,23,"C~1, C~2, H~1, N~2, O~1, O~2",0.067,0.1784,0.0517,0.9608
NSC_100950,26,"C~1, C~2, H~1, O~1, O~2, S~1",0.067,0.2034,0.0466,0.9709
NSC_101816,40,"C~1, C~2, H~1, N~1, N~2, O~2",0.067,0.2519,0.0426,0.9832
NSC_100415,21,"C~2, H~1, N~1, N~2, O~1, O~2",0.0671,0.1759,0.0485,0.9797
NSC_101023,36,"C~1, C~2, H~1, N~1, O~2, S~1",0.0673,0.2186,0.0472,0.9772
NSC_101799,37,"C~1, C~2, H~1, N~1, N~2, O~2",0.0675,0.2388,0.0455,0.9833
NSC_101111,30,"C~1, C~2, H~1, N~1, O~2",0.0677,0.2835,0.0356,0.9576
NSC_100347,22,"C~1, C~2, H~1, N~1, N~2, O~1, O~2, S~2",0.0678,0.1504,0.0531,0.9841
NSC_10076,25,"C~1, C~2, H~1, N~1, O~1, O~2",0.0679,0.2533,0.0454,0.9704
NSC_101750,32,"C~1, C~2, H~1, N~1, O~1, O~2, S~1",0.0679,0.1683,0.0537,0.9662
NSC_10047,20,"C~1, C~2, H~1, N~2, O~1, O~2",0.068,0.1395,0.0582,0.9733
NSC_10075,24,"C~1, C~2, H~1, O~1, O~2",0.068,0.1652,0.051,0.9705
NSC_10134,25,"C~1, C~2, H~1, O~1, O~2",0.068,0.1552,0.052,0.9753
NSC_101763,46,"C~1, C~2, H~1, N~1, N~2, O~1, O~2, S~2",0.068,0.3185,0.0453,0.9773
NSC_101807,38,"C~1, C~2, H~1, N~1, N~2, O~2",0.0682,0.2407,0.0474,0.9855
NSC_10065,35,"C~1, C~2, H~1, N~1, N~2, O~1, O~2",0.0683,0.202,0.0494,0.976
NSC_100936,29,"C~1, C~2, H~1, N~2, O~1, O~2",0.0683,0.1395,0.0606,0.9725
NSC_101883,13,"C~1, C~2, H~1, O~2, S~2",0.0685,0.1718,0.0458,0.9939
NSC_101154,43,"C~1, C~2, H~1, N~1, N~2, O~1",0.0687,0.232,0.0486,0.9736
NSC_101806,34,"C~1, C~2, H~1, N~1, N~2, O~2",0.0691,0.2371,0.0486,0.9867
NSC_101158,51,"C~1, C~2, H~1, N~1, N~2, O~1, O~2, S~1, S~2",0.0692,0.2115,0.0516,0.9795
NSC_100732,23,"C~1, C~2, H~1, N~2, O~1, O~2, S~1",0.0693,0.1373,0.0585,0.9801
NSC_10023,52,"C~1, C~2, H~1, O~1, O~2",0.0699,0.2122,0.0455,0.9577
NSC_100,32,"C~1, C~2, H~1, O~1, O~2",0.0699,0.2296,0.0511,0.9498
NSC_101499,15,"C~2, H~1, N~1, N~2",0.07,0.1497,0.054,0.9788
NSC_101812,36,"C~1, C~2, H~1, N~1, N~2, O~2",0.07,0.2505,0.0468,0.9848
NSC_101798,31,"C~1, C~2, H~1, N~1, N~2, O~2",0.0701,0.2315,0.0505,0.9879
NSC_100975,30,"C~2, H~1, N~2, O~1, O~2, S~2",0.0702,0.1789,0.0565,0.9657
NSC_101571,40,"C~1, C~2, H~1, N~1, O~1, O~2",0.0708,0.1817,0.0524,0.9846
NSC_100918,22,"C~1, C~2, H~1, N~2, O~1, O~2, S~1",0.0709,0.1746,0.0532,0.9391
NSC_100908,20,"C~1, C~2, H~1, O~1, O~2",0.0711,0.188,0.045,0.9602
NSC_101813,33,"C~1, C~2, H~1, N~1, N~2, O~2",0.0711,0.2464,0.0474,0.9837
NSC_101155,43,"C~1, C~2, H~1, N~1, N~2, O~1",0.0712,0.2368,0.0509,0.9722
NSC_101754,44,"C~1, C~2, H~1, N~1, O~1, O~2",0.0714,0.1656,0.0592,0.9643
NSC_101673,42,"C~1, C~2, H~1, N~1, N~2, O~1, O~2, S~2",0.0716,0.1813,0.0507,0.9858
NSC_100192,29,"C~1, C~2, H~1, N~1, O~2",0.0718,0.2089,0.0458,0.9832
NSC_10120,21,"C~1, C~2, H~1, N~2, O~1, O~2",0.0718,0.2036,0.0543,0.9565
NSC_101662,32,"C~1, C~2, H~1, N~2, O~1, O~2",0.0719,0.202,0.0491,0.9334
NSC_101742,19,"C~1, C~2, H~1, N~1, N~2, O~1, O~2",0.072,0.1764,0.0572,0.9837
NSC_101650,27,"C~2, H~1, N~1, N~2, O~2",0.0721,0.2202,0.0486,0.9822
NSC_101886,57,"C~1, C~2, H~1, O~1, O~2, S~2",0.0721,0.4361,0.0407,0.9688
NSC_100053,41,"C~1, C~2, H~1, N~1, N~2, O~1, O~2, S~1",0.0722,0.16,0.0597,0.9629
NSC_100035,30,"C~1, C~2, H~1, N~1, N~2, O~1, S~1",0.0727,0.2264,0.0539,0.9783
NSC_101809,33,"C~1, C~2, H~1, N~1, N~2, O~2",0.0727,0.2486,0.0498,0.9841
NSC_10143,28,"C~1, C~2, H~1, O~1, O~2",0.0728,0.1851,0.0558,0.9713
NSC_10008,18,"C~1, C~2, H~1, N~1, N~2, O~2",0.073,0.1808,0.0574,0.9811
NSC_100786,72,"C~1, C~2, H~1, N~1, O~1, O~2",0.0731,0.241,0.0532,0.9673
NSC_101844,20,"C~1, C~2, H~1, N~2, O~1, O~2, S~1",0.0732,0.1494,0.0591,0.9702
NSC_10006,15,"C~2, H~1, N~1, N~2, O~2",0.0733,0.1552,0.0548,0.9829
NSC_100309,41,"C~1, C~2, H~1, O~1, O~2",0.0735,0.2507,0.0453,0.9475
NSC_100774,42,"C~1, C~2, H~1, N~1, N~2, O~1, O~2, S~2",0.0738,0.1848,0.051,0.9854
NSC_101797,28,"C~1, C~2, H~1, N~1, N~2, O~2",0.0739,0.2271,0.0543,0.9873
NSC_10059,23,"C~1, C~2, H~1, N~2, O~1, O~2",0.0742,0.1277,0.0628,0.9608
NSC_101801,33,"C~1, C~2, H~1, N~1, N~2, O~2",0.0742,0.2365,0.0524,0.9799
NSC_100013,26,"C~2, H~1, N~1, O~2",0.0743,0.1606,0.059,0.9636
NSC_101804,33,"C~1, C~2, H~1, N~1, N~2, O~1, O~2",0.0752,0.1912,0.0601,0.9806
NSC_101174,39,"C~1, C~2, H~1, N~1, O~1, O~2",0.0753,0.2263,0.0529,0.9706
NSC_100778,19,"C~2, H~1, N~1, N~2, O~2",0.0757,0.1859,0.0529,0.9777
NSC_101745,19,"C~1, C~2, H~1, N~1, N~2, O~1, O~2",0.0757,0.1479,0.0622,0.9794
NSC_100414,35,"C~1, C~2, H~1, O~1, O~2",0.0759,0.2421,0.0564,0.9567
NSC_1006,29,"C~1, C~2, H~1, N~1, O~2",0.0762,0.2125,0.0606,0.9708
NSC_101819,31,"C~1, C~2, H~1, N~1, N~2, O~2",0.0762,0.238,0.0548,0.984
NSC_100407,36,"C~1, C~2, H~1, O~1, O~2",0.0764,0.2331,0.0589,0.9642
NSC_10132,23,"C~1, C~2, H~1, N~2, O~1, O~2",0.0764,0.2001,0.0557,0.9593
NSC_100989,31,"C~1, C~2, H~1, N~1, N~2, O~1, O~2",0.0765,0.2138,0.0564,0.9576
NSC_101048,41,"C~1, C~2, H~1, S~1",0.0765,0.3801,0.049,0.923
NSC_100063,59,"C~1, C~2, H~1, N~2, O~1, O~2",0.0767,0.4828,0.0376,0.9304
NSC_10098,33,"C~1, C~2, H~1, N~2, O~1, O~2",0.0768,0.1994,0.0547,0.9463
NSC_101647,28,"C~1, C~2, H~1, N~2, O~1, O~2",0.0768,0.1737,0.0625,0.9534
NSC_100235,35,"C~1, C~2, H~1, N~2, O~1, O~2",0.0769,0.1641,0.0598,0.9379
NSC_102018,25,"C~2, H~1, N~1, N~2, O~1, O~2, S~2",0.0778,0.1421,0.0613,0.974
NSC_100278,32,"C~1, C~2, H~1, N~1, N~2, O~1, S~2",0.0783,0.26,0.0629,0.969
NSC_101749,22,"C~1, C~2, H~1, N~1, O~1, O~2",0.0786,0.2087,0.0635,0.969
NSC_101319,37,"C~1, C~2, H~1, N~1, N~2, O~1, S~2",0.0794,0.1877,0.0643,0.9656
NSC_100962,27,"C~1, C~2, H~1, O~1, O~2",0.0795,0.2141,0.0527,0.9549
NSC_101347,30,"C~1, C~2, H~1, N~1, N~2, S~2",0.0795,0.1471,0.0611,0.9672
NSC_100281,19,"C~1, C~2, H~1, N~1, N~2, S~1",0.0802,0.1562,0.0626,0.9831
NSC_101203,31,"C~1, C~2, H~1, N~1, N~2, O~2, S~1",0.0805,0.2634,0.0634,0.9608
NSC_101504,14,"C~2, H~1, N~1, N~2, O~2",0.0812,0.1764,0.0646,0.972
NSC_100740,22,"C~1, C~2, H~1, N~1, O~1, O~2",0.0819,0.2744,0.0559,0.9571
NSC_100615,22,"C~2, H~1, O~1, O~2, S~2",0.082,0.2415,0.0643,0.9849
NSC_101764,32,"C~1, C~2, H~1, N~1, N~2, O~1, S~1",0.082,0.2164,0.0609,0.9695
NSC_100924,27,"C~1, C~2, H~1, N~2, O~2, S~2",0.0822,0.3249,0.0529,0.9811
NSC_100802,35,"C~1, C~2, H~1, N~1, N~2, O~1, O~2, S~2",0.0823,0.2025,0.0601,0.9494
NSC_101885,12,"C~1, H~1, O~2, S~2",0.0823,0.2094,0.054,0.9918
NSC_100408,18,"C~1, C~2, H~1, N~1, N~2, O~2",0.083,0.1699,0.0627,0.9495
NSC_10055,12,"C~2, H~1, O~1, O~2, S~1",0.0846,0.1494,0.0711,0.9725
NSC_101612,31,"C~1, C~2, H~1, N~1, N~2, O~1, O~2, S~1",0.0846,0.2501,0.0639,0.9587
NSC_10041,26,"C~1, C~2, H~1, O~2",0.0847,0.1894,0.0657,0.954
NSC_100467,17,"C~1, C~2, H~1, N~1, O~2, S~2",0.0847,0.1813,0.0706,0.9685
NSC_100691,34,"C~1, C~2, H~1, O~1, O~2, S~2",0.0851,0.3793,0.0505,0.9707
NSC_100411,21,"C~2, H~1, N~1, N~2, O~2, S~2",0.0868,0.2261,0.065,0.9642
NSC_10115,26,"C~1, C~2, H~1, N~2, O~1, O~2",0.087,0.153,0.0807,0.9515
NSC_10013,20,"C~2, H~1, N~1, N~2, O~1, O~2, S~1",0.0881,0.2081,0.0663,0.9687
NSC_100967,30,"C~1, C~2, H~1, O~1, O~2",0.0905,0.2567,0.0625,0.9577
NSC_100955,31,"C~1, C~2, H~1, N~2, O~2, S~2",0.0906,0.3791,0.0578,0.9728
NSC_101654,17,"C~1, C~2, H~1, N~1, O~1, O~2, S~2",0.0908,0.2575,0.0686,0.9724
NSC_100284,19,"C~1, C~2, H~1, N~1, N~2, O~1",0.0913,0.1905,0.0716,0.9953
NSC_101746,31,"C~2, H~1, N~1, N~2, O~1, O~2, S~2",0.0929,0.2966,0.062,0.9758
NSC_101828,19,"C~1, C~2, H~1, N~1, N~2, O~1, O~2",0.094,0.1792,0.0733,0.9929
NSC_10007,19,"C~1, C~2, H~1, N~1, O~2, S~2",0.0965,0.2538,0.0667,0.9686
NSC_10025,21,"C~1, C~2, H~1, N~1, N~2, S~1, S~2",0.0975,0.2107,0.0734,0.9351
NSC_101743,32,"C~1, C~2, H~1, N~1, N~2, O~1, O~2, S~2",0.0985,0.3072,0.0678,0.9745
NSC_101744,32,"C~1, C~2, H~1, N~1, N~2, O~1, O~2, S~2",0.0991,0.2888,0.069,0.9687
NSC_101353,34,"C~1, C~2, H~1, O~2, S~2",0.1012,0.5066,0.0517,0.9623
NSC_101839,17,"C~2, H~1, N~1, N~2, O~1, O~2",0.1031,0.2573,0.0771,0.9417
NSC_101638,7,"C~2, H~1, N~1, O~1, O~2",0.1059,0.207,0.0656,0.9754
NSC_101824,33,"C~1, C~2, H~1, N~1, N~2",0.106,0.1801,0.0829,0.9917
NSC_101823,30,"C~1, C~2, H~1, N~1, N~2",0.1067,0.1756,0.0826,0.9937
NSC_101621,16,"C~2, H~1, N~1, N~2, S~2",0.1068,0.3326,0.078,0.9487
NSC_101501,17,"C~2, H~1, N~1, N~2, O~2, S~2",0.1147,0.2622,0.0818,0.9605
NSC_100833,27,"C~1, C~2, H~1, O~2, S~2",0.1186,0.4651,0.0705,0.9296
NSC_101342,18,"C~1, C~2, H~1, N~2, O~1, O~2",0.1201,0.4057,0.0834,0.914
NSC_101822,27,"C~1, C~2, H~1, N~1, N~2",0.1206,0.2155,0.098,0.9925
NSC_100228,35,"C~1, C~2, H~1, O~2, S~2",0.1308,0.4372,0.0764,0.9438
