name, num. of atoms, atomic types, rmsd, max. deviation, av. deviation, pearson**2
NSC_109469,20,"Br, C, H, N",0.0255,0.0413,0.0217,0.9897
NSC_9366,5,"C, H, I",0.0267,0.0345,0.0261,0.997
NSC_3883,20,"C, H, I, N",0.028,0.0466,0.024,0.9872
NSC_100036,15,"C, H, O",0.0287,0.0707,0.0194,0.991
NSC_100152,19,"C, H, N",0.0297,0.0558,0.026,0.9931
NSC_101355,22,"C, H, O, S",0.0303,0.102,0.0216,0.9977
NSC_97133,24,"C, H, I",0.0303,0.082,0.0202,0.9899
NSC_12360,24,"C, H, S",0.0308,0.0562,0.0273,0.9852
NSC_11199,60,"C, H, N",0.0311,0.0946,0.0228,0.9895
NSC_148323,19,"C, H, S",0.0316,0.0778,0.0257,0.9838
NSC_448,13,"C, Cl, H, N, O",0.0327,0.0952,0.0226,0.9882
NSC_147588,64,"C, H, I, O",0.0332,0.136,0.0238,0.9869
NSC_144164,22,"C, H, I, N",0.0336,0.0938,0.0264,0.9874
NSC_106256,19,"Br, C, H",0.0336,0.0551,0.0312,0.9871
NSC_360510,40,"C, H, N, S",0.0337,0.1048,0.0246,0.9874
NSC_11146,42,"C, H, N",0.0341,0.0906,0.0244,0.9875
NSC_344490,17,"C, Cl, H, N",0.0343,0.0614,0.0304,0.9836
NSC_11239,59,"C, H, N",0.0343,0.0929,0.0285,0.9825
NSC_161124,32,"C, H, S",0.0343,0.0623,0.0295,0.9916
NSC_103136,23,"C, H, N",0.0347,0.0772,0.0277,0.9801
NSC_179689,64,"C, H, N, O, S",0.0349,0.1593,0.0231,0.99
NSC_11368,26,"C, H, N, O, S",0.0352,0.0748,0.0301,0.9971
NSC_114667,30,"C, H, S",0.0352,0.1042,0.0279,0.9764
NSC_7901,17,"C, H, I",0.0352,0.069,0.0304,0.9901
NSC_1338,39,"C, H, I, N, O",0.0353,0.1004,0.0247,0.9904
NSC_101887,10,"C, Cl, H, S",0.0356,0.085,0.0264,0.989
NSC_6293,13,"C, Cl, H, N, O",0.0357,0.0936,0.0294,0.98
NSC_175810,36,"C, H, S",0.0359,0.088,0.026,0.9821
NSC_2616,19,"C, H, S",0.0361,0.0805,0.0299,0.9841
NSC_102541,18,"C, H, N, S",0.0361,0.096,0.0284,0.9845
NSC_115877,52,"C, H, N, O",0.0362,0.1168,0.0292,0.9805
NSC_103374,50,"C, H, N",0.0363,0.1212,0.0266,0.9844
NSC_169963,26,"C, H, S",0.0364,0.0756,0.0268,0.9811
NSC_11124,33,"C, H, N",0.0364,0.0873,0.0264,0.9864
NSC_106377,36,"C, H, N",0.0364,0.0923,0.0293,0.9771
NSC_285123,68,"C, H, N, S",0.0364,0.1547,0.0249,0.9884
NSC_11104,12,"C, H, N",0.0365,0.0799,0.0296,0.9911
NSC_103137,26,"C, H, N",0.0366,0.106,0.0272,0.9844
NSC_296863,19,"C, H, N, S",0.0369,0.0753,0.0297,0.9883
NSC_78409,18,"C, Cl, H, N, O, S",0.0369,0.1252,0.0224,0.9922
NSC_181935,25,"C, H, S",0.037,0.098,0.0264,0.9838
NSC_100753,26,"C, Cl, H, N",0.0372,0.0676,0.0325,0.9846
NSC_11370,31,"C, H, N, O, S",0.0372,0.0872,0.0279,0.9963
NSC_101,21,"C, H, N, O",0.0374,0.1413,0.0244,0.9902
NSC_525123,13,"C, Cl, H, N, O",0.0375,0.0808,0.0313,0.993
NSC_260864,62,"C, H, N, S",0.0376,0.154,0.0256,0.9874
NSC_137815,124,"C, H, O, S",0.0376,0.173,0.0245,0.9858
NSC_100166,26,"C, H, N, O",0.0376,0.0775,0.0311,0.9891
NSC_326176,42,"C, H, N, O, S",0.0376,0.1062,0.0291,0.9805
NSC_326174,39,"C, H, N, O, S",0.0376,0.1054,0.0304,0.9787
NSC_108475,21,"Br, C, H, N, O",0.0377,0.1014,0.0307,0.9815
NSC_122709,34,"C, H, I",0.0378,0.1387,0.03,0.972
NSC_106870,22,"C, H, N, O",0.0381,0.0762,0.0279,0.9817
NSC_305340,26,"C, Cl, H, N, S",0.0381,0.0978,0.0306,0.971
NSC_321506,20,"C, Cl, H, N, S",0.0381,0.092,0.0331,0.9816
NSC_100174,24,"Br, C, H, N",0.0383,0.0896,0.0308,0.982
NSC_1002,19,"C, H, N, O",0.0384,0.0683,0.0313,0.9931
NSC_12429,104,"C, H, O, P",0.0384,0.1779,0.0235,0.9937
NSC_8420,14,"C, H, I",0.0384,0.0745,0.033,0.9878
NSC_11116,27,"C, H, N",0.0385,0.0836,0.0291,0.9856
NSC_161125,34,"C, H, S",0.0385,0.0885,0.0322,0.9868
NSC_149855,48,"C, H, N, S",0.0386,0.0866,0.0302,0.9858
NSC_148170,21,"C, Cl, H, N, S",0.0387,0.0816,0.0342,0.9847
NSC_103133,23,"C, H, N",0.0387,0.1237,0.0296,0.9771
NSC_106871,21,"Br, C, H, O",0.0389,0.0856,0.0293,0.9791
NSC_114046,21,"C, H, N",0.039,0.0801,0.0336,0.9741
NSC_285122,56,"C, H, N, S",0.039,0.1531,0.0264,0.9862
NSC_10472,49,"C, H, N, O",0.039,0.1152,0.0305,0.9758
NSC_10795,28,"C, Cl, H, N, O",0.0391,0.0851,0.032,0.9739
NSC_193522,11,"C, H, N, S",0.0392,0.0589,0.0357,0.99
NSC_107880,20,"Br, C, H, N",0.0392,0.0706,0.0331,0.9824
NSC_223073,55,"C, H, I, N",0.0392,0.091,0.0342,0.9843
NSC_56732,95,"C, Cl, H, O, S",0.0395,0.2665,0.023,0.9928
NSC_103107,28,"C, H, N, O",0.0395,0.092,0.0332,0.9843
NSC_523352,12,"C, Cl, N, S",0.0395,0.0615,0.0345,0.9862
NSC_10457,37,"C, H, N, O",0.0395,0.1151,0.0304,0.9782
NSC_100743,28,"C, H, N, S",0.0396,0.1297,0.0268,0.9829
NSC_115686,38,"C, H, N, O",0.0396,0.1013,0.0317,0.9827
NSC_746217,33,"C, Cl, H, I, O",0.0396,0.1164,0.0305,0.9849
NSC_109809,20,"C, H, I, N",0.0397,0.0781,0.0355,0.9753
NSC_525129,22,"C, Cl, H, N, O",0.0397,0.0751,0.0366,0.9943
NSC_56811,17,"C, H, I, N",0.0399,0.0893,0.0363,0.9671
NSC_17796,17,"C, H, N, S",0.04,0.0908,0.034,0.9467
NSC_10988,19,"Br, C, H, O",0.0401,0.1079,0.0337,0.9856
NSC_12428,92,"C, H, O, P",0.0401,0.1776,0.0242,0.9934
NSC_108466,24,"Br, C, H, N, O",0.0402,0.1216,0.0288,0.9844
NSC_12354,23,"C, H, I",0.0402,0.1404,0.0312,0.9687
NSC_114073,14,"C, Cl, H, N",0.0402,0.0957,0.0343,0.9901
NSC_1715,27,"C, H, I, N, O",0.0402,0.0989,0.0275,0.9883
NSC_299216,31,"C, H, N, S",0.0403,0.1021,0.0301,0.9624
NSC_179194,14,"C, Cl, H, N, O",0.0403,0.0707,0.0311,0.9909
NSC_103114,70,"C, H, N",0.0403,0.1299,0.03,0.9791
NSC_109052,26,"C, H, N",0.0404,0.118,0.0252,0.9829
NSC_100243,37,"C, H",0.0404,0.1276,0.0282,0.9776
NSC_270056,87,"C, H, I, N, O",0.0404,0.1409,0.0261,0.9842
NSC_103135,26,"C, H, N",0.0405,0.1188,0.0293,0.9818
NSC_106321,18,"Br, C, H",0.0406,0.1071,0.0255,0.9761
NSC_103134,23,"C, H, N",0.0407,0.1217,0.0303,0.9731
NSC_103132,20,"C, H, N",0.0407,0.1235,0.0329,0.9698
NSC_106375,35,"C, H, N",0.0407,0.1163,0.0317,0.974
NSC_108900,30,"C, H, N",0.0407,0.0907,0.0348,0.9762
NSC_1211,33,"C, H, I, N, O",0.0407,0.1048,0.0277,0.9872
NSC_106344,30,"C, H, N",0.0407,0.0955,0.0338,0.9667
NSC_10674,87,"Br, C, H, N, O",0.0408,0.2221,0.0269,0.9797
NSC_116679,25,"C, H, N, O",0.0408,0.1025,0.0313,0.9824
NSC_105565,61,"C, H, O, S",0.0409,0.1384,0.027,0.9907
NSC_101175,20,"C, H, N",0.0409,0.1085,0.0336,0.974
NSC_100888,14,"C, Cl, H, O",0.041,0.0968,0.0276,0.9872
NSC_116231,30,"C, H, N",0.0411,0.0845,0.0333,0.9772
NSC_260415,36,"C, H, I, N",0.0411,0.0931,0.035,0.9816
NSC_21237,40,"C, H, I, N, O",0.0412,0.1353,0.0293,0.9866
NSC_8825,8,"C, H, I",0.0412,0.0813,0.0357,0.9904
NSC_103112,64,"C, H, N",0.0412,0.1199,0.0322,0.9655
NSC_142149,41,"C, H, I, N",0.0413,0.135,0.0347,0.9734
NSC_106684,20,"C, H, N, S",0.0413,0.0779,0.0367,0.9919
NSC_120414,32,"C, H, I",0.0414,0.1624,0.0306,0.9682
NSC_101638,7,"C, H, N, O",0.0415,0.0713,0.0358,0.991
NSC_116229,30,"C, H, N",0.0415,0.0834,0.0347,0.9727
NSC_404865,83,"C, Cl, H, O, S",0.0415,0.2647,0.0236,0.9923
NSC_106329,22,"C, H, N",0.0415,0.1059,0.0298,0.9761
NSC_53702,20,"C, H, I, O",0.0416,0.0868,0.0315,0.9819
NSC_108549,44,"Br, C, H, N, O",0.0416,0.1083,0.0317,0.9754
NSC_363961,14,"C, H, I, N",0.0416,0.1048,0.0305,0.9756
NSC_20981,16,"C, Cl, H, S",0.0417,0.1005,0.0316,0.9891
NSC_100930,21,"C, H, N, S",0.0417,0.0978,0.0357,0.9794
NSC_294387,20,"C, H, I, O",0.0419,0.0916,0.0338,0.9779
NSC_260439,38,"C, H, I, N",0.042,0.0979,0.0348,0.9777
NSC_108539,44,"Br, C, H, N, O",0.042,0.1053,0.0313,0.9757
NSC_344496,14,"Br, C, H, N",0.042,0.0759,0.0342,0.9845
NSC_106296,34,"C, H, N, O",0.042,0.1122,0.0315,0.9726
NSC_102251,33,"C, Cl, H, N, O",0.042,0.1053,0.0327,0.9859
NSC_137569,33,"C, H, S",0.0421,0.102,0.0332,0.9757
NSC_102725,31,"C, Cl, H, N, O",0.0421,0.0938,0.0355,0.9845
NSC_101143,49,"C, H, N, O",0.0421,0.1308,0.0285,0.9787
NSC_121177,30,"C, H, N",0.0422,0.1121,0.0352,0.9626
NSC_12427,80,"C, H, O, P",0.0422,0.177,0.0249,0.9931
NSC_100612,35,"C, Cl, H, N, S",0.0422,0.1681,0.0274,0.976
NSC_106376,32,"C, H, N",0.0423,0.1158,0.0335,0.9769
NSC_123874,16,"C, Cl, H, S",0.0424,0.0879,0.0318,0.9645
NSC_101190,48,"C, H, N",0.0425,0.104,0.0337,0.9843
NSC_102515,27,"C, H, N, O",0.0425,0.1192,0.029,0.9839
NSC_9266,19,"C, H, I, O",0.0427,0.1179,0.0321,0.9744
NSC_101624,39,"C, Cl, H, N",0.0427,0.1034,0.0359,0.9842
NSC_152194,22,"C, H, I, N",0.0427,0.117,0.0343,0.9818
NSC_239643,13,"Br, C, H, N, O",0.0428,0.0948,0.0306,0.9772
NSC_100920,21,"C, H, O",0.0428,0.1006,0.0314,0.9803
NSC_175878,39,"C, H, I, O",0.0428,0.1558,0.0324,0.9726
NSC_106482,30,"C, H, N, O",0.0428,0.0892,0.0364,0.9844
NSC_156612,11,"C, H, N, S",0.043,0.0708,0.0362,0.984
NSC_89105,24,"C, H, I",0.043,0.1095,0.035,0.9496
NSC_107664,15,"C, H, N, O",0.0431,0.1115,0.0301,0.9909
NSC_3791,22,"C, H, I",0.0431,0.1358,0.0344,0.9683
NSC_114063,17,"Br, C, H, N, S",0.0431,0.0856,0.0375,0.935
NSC_100819,24,"C, Cl, H, N, O",0.0431,0.1144,0.0339,0.9753
NSC_53699,20,"C, H, I, O, S",0.0432,0.0991,0.0364,0.9885
NSC_222763,20,"C, Cl, H, I, N",0.0432,0.0869,0.0344,0.9584
NSC_115687,42,"C, H, N",0.0432,0.1206,0.0327,0.9717
NSC_631673,16,"C, H, I, O",0.0433,0.0843,0.035,0.9818
NSC_10422,43,"C, H, S",0.0433,0.1238,0.0343,0.9663
NSC_41925,115,"C, H, O, P",0.0433,0.2994,0.0244,0.9932
NSC_10112,19,"C, H, O",0.0434,0.1274,0.0322,0.9836
NSC_101854,11,"C, H, O, S",0.0434,0.1181,0.03,0.9894
NSC_5075,11,"C, H, I, N",0.0434,0.0677,0.0399,0.9809
NSC_112760,16,"C, H, N, O",0.0435,0.0889,0.0347,0.9879
NSC_614301,25,"C, H, I, O",0.0435,0.1153,0.0292,0.9822
NSC_305341,27,"C, H, N, O, S",0.0435,0.1074,0.0309,0.9766
NSC_109852,13,"C, H, N",0.0435,0.0806,0.0377,0.9561
NSC_207866,19,"C, H, O, S",0.0436,0.1244,0.0291,0.9857
NSC_280615,21,"C, H, N, S",0.0437,0.1218,0.0339,0.9862
NSC_9265,18,"C, H, I",0.0437,0.1113,0.0306,0.9743
NSC_100721,16,"C, Cl, H, N, O",0.0437,0.0771,0.0361,0.9939
NSC_162708,26,"C, H, N, O, S",0.0438,0.1036,0.0333,0.983
NSC_260427,38,"C, H, I, N",0.0439,0.1013,0.0365,0.9692
NSC_295703,21,"C, H, N, S",0.0439,0.1308,0.0315,0.9696
NSC_246041,17,"C, H, I, N, O",0.0439,0.1205,0.0311,0.989
NSC_109541,25,"C, Cl, H, N",0.0439,0.0887,0.0367,0.9444
NSC_109356,26,"Br, C, H, N",0.044,0.109,0.0334,0.972
NSC_196873,13,"C, Cl, N",0.0441,0.0851,0.0368,0.993
NSC_11743,17,"C, H, N",0.0441,0.088,0.034,0.9578
NSC_14226,48,"C, H, N, O, S",0.0442,0.094,0.0371,0.9817
NSC_111725,16,"C, Cl, H, N",0.0442,0.1102,0.0352,0.9615
NSC_162706,32,"C, H, N, O, S",0.0442,0.1121,0.031,0.982
NSC_344497,17,"Br, C, H, N",0.0443,0.0794,0.0373,0.9794
NSC_224227,20,"C, Cl, H, N",0.0443,0.0997,0.0369,0.9812
NSC_141201,28,"C, H, I, O",0.0444,0.1184,0.0326,0.9712
NSC_93871,25,"C, H, I, N",0.0444,0.1162,0.0376,0.9648
NSC_309110,32,"C, H, O, S",0.0444,0.1184,0.0382,0.9816
NSC_10142,26,"C, H, N, O",0.0445,0.1073,0.0348,0.9846
NSC_101561,26,"C, H, N",0.0445,0.0884,0.0372,0.9884
NSC_10163,28,"C, H, N",0.0445,0.1176,0.0335,0.975
NSC_305343,34,"C, H, N, S",0.0445,0.0981,0.0344,0.977
NSC_113049,18,"C, H, N",0.0446,0.0886,0.0363,0.9556
NSC_10153,25,"C, H, N",0.0446,0.1193,0.0334,0.97
NSC_114497,30,"C, H, N",0.0446,0.1016,0.0358,0.9659
NSC_102252,55,"C, Cl, H, N, O",0.0446,0.0936,0.0347,0.9862
NSC_93111,15,"C, Cl, H, N, O, S",0.0446,0.1359,0.0282,0.9871
NSC_144163,22,"C, Cl, H, I, N",0.0448,0.1027,0.036,0.9773
NSC_229,20,"C, H, S",0.0448,0.0775,0.038,0.9353
NSC_144177,19,"C, Cl, H, I, N",0.0448,0.1166,0.0353,0.9712
NSC_114053,17,"C, Cl, H, N, O",0.0448,0.1091,0.0348,0.9758
NSC_101984,37,"C, H, N, O",0.0448,0.1371,0.0329,0.9556
NSC_5102,22,"C, H, I, O",0.0448,0.1259,0.0331,0.9812
NSC_108774,44,"C, H, S",0.0449,0.1091,0.0381,0.9662
NSC_86335,11,"C, Cl, O, S",0.0449,0.0793,0.038,0.998
NSC_114070,17,"C, Cl, H, N, O",0.0449,0.1089,0.0372,0.9739
NSC_10298,14,"Br, C, H, N",0.045,0.0763,0.0377,0.9789
NSC_102509,18,"C, Cl, H, N, O",0.045,0.1147,0.0353,0.982
NSC_404201,26,"C, Cl, H, I, O",0.045,0.1347,0.0333,0.9662
NSC_31721,14,"C, H, I",0.0451,0.0739,0.0434,0.9915
NSC_101736,22,"C, H, N",0.0451,0.0936,0.0367,0.9872
NSC_1000,22,"C, H, N, O",0.0451,0.1145,0.0381,0.9899
NSC_102372,35,"C, H, N",0.0451,0.1181,0.0342,0.9659
NSC_106317,37,"C, H, N",0.0452,0.1075,0.0313,0.9681
NSC_100158,20,"C, H, N",0.0452,0.1158,0.0334,0.9779
NSC_100227,32,"C, H, N, O",0.0452,0.1573,0.0355,0.9791
NSC_10037,55,"C, Cl, H, N",0.0453,0.2099,0.0323,0.9715
NSC_100126,30,"C, Cl, H, N",0.0453,0.0976,0.0349,0.9848
NSC_56765,28,"C, Cl, H, N, O",0.0453,0.0994,0.0376,0.9734
NSC_101819,31,"C, H, N, O",0.0453,0.119,0.0353,0.9865
NSC_100316,32,"C, H, N",0.0453,0.1547,0.032,0.9743
NSC_3774,15,"C, H, I",0.0453,0.1136,0.0354,0.9666
NSC_114813,40,"C, H, N",0.0453,0.0952,0.0381,0.977
NSC_4094,38,"C, H, I, O",0.0453,0.1611,0.0287,0.9817
NSC_108235,28,"C, H, N, O",0.0454,0.1017,0.0322,0.9851
NSC_105182,31,"C, H, N, O, S",0.0454,0.1166,0.0351,0.9729
NSC_103375,39,"C, H, N",0.0454,0.1141,0.034,0.9682
NSC_1076,18,"C, H, N",0.0455,0.102,0.0316,0.9782
NSC_11192,29,"C, H, N",0.0455,0.1065,0.0356,0.9609
NSC_93127,38,"C, Cl, H, N, O, S",0.0456,0.1399,0.0344,0.9813
NSC_202925,19,"C, H, S",0.0456,0.0977,0.0322,0.9712
NSC_118749,34,"C, H, N",0.0456,0.0973,0.0379,0.9615
NSC_105561,30,"Br, C, H, N",0.0456,0.1038,0.0351,0.9664
NSC_185323,37,"C, H, I, O",0.0456,0.1368,0.0325,0.9853
NSC_124777,102,"C, H, O, S",0.0457,0.2408,0.027,0.9882
NSC_10154,25,"C, H, N",0.0457,0.1311,0.0339,0.9677
NSC_109627,24,"Br, C, H, N, O",0.0457,0.1164,0.0352,0.9734
NSC_56772,42,"C, H, O",0.0458,0.1668,0.0327,0.9748
NSC_108297,38,"C, H, N, O",0.0458,0.11,0.0384,0.9746
NSC_106208,27,"C, Cl, H, N",0.0459,0.0955,0.0358,0.9812
NSC_34497,110,"C, H, O",0.0459,0.2566,0.0245,0.9765
NSC_293352,17,"C, H, N, S",0.0459,0.1404,0.032,0.9731
NSC_103347,15,"C, H, N, O",0.0459,0.071,0.0429,0.9922
NSC_381409,32,"C, H, I, N, O",0.046,0.1615,0.0348,0.975
NSC_100687,29,"C, H, N",0.046,0.1147,0.0337,0.9594
NSC_114066,17,"Br, C, H, N, O",0.046,0.1118,0.0365,0.9746
NSC_10372,13,"C, H, N, O",0.046,0.1054,0.0375,0.9856
NSC_614937,73,"C, H, I, N, O",0.0461,0.1256,0.0378,0.9775
NSC_108735,16,"C, Cl, H, S",0.0461,0.1259,0.0365,0.9515
NSC_93112,18,"C, Cl, H, N, O, S",0.0461,0.1407,0.032,0.987
NSC_373784,40,"C, H, N, P",0.0461,0.1396,0.0364,0.9901
NSC_103105,30,"C, H, N, O",0.0462,0.1246,0.0385,0.9798
NSC_190482,30,"C, Cl, H, S",0.0462,0.1263,0.0373,0.9575
NSC_226119,75,"C, H, I",0.0463,0.1399,0.0355,0.9748
NSC_101082,30,"C, H, N, O",0.0463,0.1033,0.0349,0.9661
NSC_3779,18,"C, H, I",0.0464,0.113,0.0337,0.9713
NSC_17800,25,"C, H, N, O, S",0.0464,0.0884,0.0412,0.9686
NSC_10727,29,"C, H, N",0.0464,0.1267,0.0358,0.9702
NSC_8422,14,"C, H, I",0.0464,0.1188,0.0348,0.9804
NSC_10394,33,"C, H, O, S",0.0464,0.1231,0.0312,0.986
NSC_409863,26,"C, H, I, O",0.0464,0.103,0.0364,0.9864
NSC_239645,13,"Br, C, Cl, H, N, O",0.0464,0.0932,0.0379,0.9675
NSC_100895,16,"Br, C, H, O",0.0464,0.1217,0.0288,0.9781
NSC_11299,29,"C, Cl, H, N",0.0464,0.1095,0.0367,0.9562
NSC_103537,41,"C, H, N, O",0.0464,0.1226,0.035,0.9786
NSC_101794,42,"C, H, N, O",0.0465,0.1264,0.0324,0.9845
NSC_223055,13,"C, Cl, H, N, O",0.0465,0.0948,0.0338,0.9878
NSC_115738,28,"C, Cl, H, I",0.0465,0.0926,0.0396,0.9603
NSC_102069,28,"Br, C, H, N, O",0.0465,0.1188,0.0379,0.973
NSC_10840,30,"Br, C, H, N, O",0.0465,0.1045,0.0385,0.955
NSC_144173,26,"C, H, I, N, O",0.0466,0.1008,0.0354,0.9731
NSC_322475,77,"C, H, I, O",0.0466,0.1563,0.0294,0.9798
NSC_344499,14,"Br, C, Cl, H, N",0.0466,0.0903,0.0372,0.9808
NSC_116102,16,"C, H, N, S",0.0466,0.103,0.0348,0.9819
NSC_159056,10,"C, Cl, H, N",0.0466,0.0738,0.04,0.9847
NSC_11272,22,"C, H, N",0.0466,0.1,0.0376,0.9687
NSC_15844,26,"C, H, O, S",0.0467,0.1248,0.0347,0.9754
NSC_137813,48,"C, H, O, S",0.0467,0.217,0.027,0.9797
NSC_134501,22,"C, H, I, N, O",0.0468,0.1159,0.035,0.9824
NSC_102806,79,"C, Cl, H, O",0.0468,0.1587,0.0313,0.9752
NSC_103101,40,"C, H, N, O",0.0468,0.1133,0.0392,0.9734
NSC_1714,35,"C, H, I, O",0.0468,0.1604,0.0297,0.9808
NSC_114498,16,"C, H, N",0.0468,0.0925,0.0366,0.9667
NSC_10086,29,"C, H, N",0.0468,0.1393,0.0334,0.9691
NSC_621863,38,"C, H, I, N, O",0.0468,0.1417,0.0374,0.9728
NSC_217914,14,"C, H, N, S",0.0468,0.0843,0.0353,0.9786
NSC_106507,26,"C, H, N",0.0468,0.1229,0.0361,0.9659
NSC_102905,74,"C, Cl, H, N",0.0469,0.1779,0.0295,0.9652
NSC_149017,30,"C, H, N, S",0.0469,0.1088,0.0359,0.9562
NSC_10976,16,"C, Cl, H, S",0.0469,0.1188,0.0311,0.9867
NSC_10732,18,"C, Cl, H, N",0.047,0.104,0.0377,0.9763
NSC_101085,29,"C, H, N",0.047,0.135,0.0349,0.9635
NSC_123044,39,"C, H, I, N, O",0.0471,0.1423,0.0377,0.9792
NSC_186246,16,"C, H, N, S",0.0471,0.0997,0.0379,0.9686
NSC_229025,19,"C, H, N, S",0.0471,0.1061,0.0366,0.9592
NSC_100865,59,"C, H, N, O",0.0471,0.1772,0.0325,0.9769
NSC_345725,34,"C, H, I, N, O, S",0.0471,0.1036,0.0381,0.9694
NSC_125828,42,"C, H, N, O, S",0.0471,0.1211,0.037,0.9815
NSC_100143,18,"C, H, N, S",0.0472,0.1366,0.0354,0.9816
NSC_11117,27,"C, H, N",0.0472,0.1155,0.0348,0.9799
NSC_105767,49,"C, H, N, O",0.0473,0.1712,0.0326,0.9772
NSC_3781,19,"C, H, I, O",0.0473,0.1487,0.033,0.9693
NSC_240352,32,"C, H, I, N",0.0473,0.1006,0.0406,0.9681
NSC_10127,25,"C, H, N, O",0.0474,0.0859,0.0405,0.9825
NSC_102759,12,"C, H, N",0.0474,0.0938,0.0382,0.9873
NSC_55281,28,"C, H, I",0.0474,0.1289,0.0365,0.9596
NSC_67100,26,"C, H, I, O",0.0474,0.1284,0.0326,0.9799
NSC_115526,19,"C, H, N",0.0474,0.1185,0.0371,0.9729
NSC_100818,24,"Br, C, H, N, O",0.0474,0.1168,0.0361,0.9708
NSC_695368,37,"C, H, I, N, O",0.0475,0.1311,0.0359,0.982
NSC_101003,32,"C, H, N, O",0.0475,0.1225,0.0363,0.9731
NSC_159087,30,"C, H, I, N",0.0475,0.1589,0.033,0.9652
NSC_11002,24,"C, H, N, O",0.0475,0.0942,0.0384,0.9742
NSC_260408,29,"C, H, I, N",0.0475,0.1306,0.0386,0.9707
NSC_102540,29,"C, H, O, S",0.0475,0.1366,0.0373,0.9641
NSC_10078,29,"C, H, N, O",0.0475,0.1323,0.0366,0.9845
NSC_100686,29,"C, Cl, H, N",0.0476,0.1508,0.0332,0.9516
NSC_96333,28,"C, H, I, N, O",0.0476,0.1644,0.0314,0.98
NSC_10103,45,"C, H, N, O",0.0476,0.1001,0.039,0.9743
NSC_100688,29,"C, H, N",0.0476,0.1501,0.0325,0.9543
NSC_100764,33,"C, H, N",0.0476,0.1191,0.0371,0.9703
NSC_111237,26,"C, Cl, H, N",0.0476,0.0985,0.0397,0.9471
NSC_109716,24,"Br, C, H, I",0.0476,0.1315,0.0363,0.9341
NSC_227158,20,"C, H, N, O, S",0.0476,0.1269,0.0381,0.9863
NSC_699413,45,"C, H, I, O",0.0477,0.1145,0.036,0.9786
NSC_108455,21,"Br, C, H, N, O",0.0477,0.1366,0.0356,0.9771
NSC_674614,44,"C, H, I, O",0.0477,0.1355,0.0354,0.9573
NSC_103104,68,"C, H, N",0.0478,0.1484,0.0338,0.9564
NSC_159317,22,"C, H, I",0.0478,0.1009,0.0418,0.9658
NSC_509232,24,"C, H, I, N",0.0478,0.1459,0.0347,0.9675
NSC_101533,22,"C, Cl, H, N, O",0.0479,0.147,0.0359,0.9767
NSC_345727,40,"C, H, I, N, O, S",0.0479,0.1038,0.0373,0.9695
NSC_108217,21,"C, H, N, O, S",0.0479,0.1388,0.0333,0.9683
NSC_101534,22,"C, Cl, H, N, O",0.0479,0.143,0.0369,0.9753
NSC_11196,33,"C, Cl, H, N, O",0.048,0.1243,0.0363,0.9579
NSC_116274,54,"C, H, O, S",0.048,0.1365,0.0357,0.9908
NSC_105630,24,"C, H, N",0.0481,0.1097,0.0383,0.9446
NSC_102373,35,"C, H, N",0.0481,0.1194,0.0361,0.9605
NSC_57917,19,"C, H, I, O",0.0481,0.123,0.0327,0.9784
NSC_100670,25,"C, H, N, O",0.0481,0.1358,0.0348,0.9745
NSC_100672,28,"C, H, N",0.0481,0.1473,0.0303,0.9647
NSC_11110,21,"C, H, N",0.0482,0.1086,0.0372,0.9776
NSC_105813,46,"C, H, N, O",0.0482,0.102,0.0393,0.9737
NSC_114818,49,"C, H, N, O",0.0482,0.1282,0.0395,0.9774
NSC_122783,42,"C, H, N, O, P",0.0483,0.1748,0.0357,0.9909
NSC_101357,30,"C, H, S",0.0483,0.1932,0.0292,0.9759
NSC_10071,16,"Br, C, H, N, O",0.0483,0.1011,0.0396,0.9811
NSC_353619,23,"C, H, N, O, S",0.0483,0.1057,0.0359,0.9874
NSC_102026,18,"C, H, N, O",0.0483,0.1191,0.0376,0.9874
NSC_36967,19,"C, H, N, O, S",0.0484,0.1077,0.0393,0.9776
NSC_101079,32,"C, H, N",0.0484,0.0976,0.0395,0.9496
NSC_58837,31,"C, H, I, N, O",0.0484,0.1144,0.0352,0.986
NSC_119506,21,"C, H, I, N, O",0.0485,0.0987,0.0401,0.9612
NSC_118747,28,"C, H, N",0.0485,0.1133,0.0394,0.9534
NSC_102727,18,"C, H, N, O",0.0485,0.0653,0.046,0.9893
NSC_100296,45,"C, H, N",0.0485,0.1667,0.0337,0.9643
NSC_10082,31,"C, H, N, O",0.0485,0.0893,0.0426,0.9818
NSC_46653,31,"C, H, I, N, O",0.0486,0.133,0.0356,0.9801
NSC_749311,39,"C, H, I, N, O",0.0486,0.1127,0.034,0.9588
NSC_101813,33,"C, H, N, O",0.0487,0.1263,0.0355,0.9841
NSC_96904,23,"C, H, I, N, O",0.0487,0.1533,0.0318,0.9782
NSC_409864,28,"C, H, I, O",0.0487,0.1206,0.0361,0.9869
NSC_128898,42,"C, H, O, S",0.0487,0.1359,0.0366,0.9914
NSC_309833,51,"C, H, I, O",0.0488,0.2322,0.0299,0.9748
NSC_106343,38,"C, H, N",0.0488,0.1204,0.037,0.9596
NSC_100137,30,"C, H, N, O",0.0488,0.1192,0.0385,0.9757
NSC_123021,14,"C, H, N, S",0.0488,0.1005,0.0375,0.9919
NSC_100830,27,"C, Cl, H, N, O",0.0488,0.1202,0.0324,0.981
