name, num. of atoms, atomic types, rmsd, max. deviation, av. deviation, pearson**2
NSC_101470,21,"C, Cl, H, N, O",0.056,0.1444,0.0407,0.9796
NSC_60726,16,"C, H, I, O",0.056,0.1416,0.042,0.9518
NSC_1,15,"C, H, O",0.0561,0.1018,0.047,0.9726
NSC_210727,33,"C, H, I, N, O",0.0561,0.1104,0.0476,0.9851
NSC_100617,34,"C, H, N, O",0.0561,0.1385,0.0417,0.9552
NSC_82369,18,"Br, C, H, I",0.0561,0.1459,0.0464,0.9171
NSC_174599,32,"C, H, I",0.0561,0.1539,0.046,0.9705
NSC_107340,40,"Br, C, H, N",0.0561,0.218,0.0382,0.9587
NSC_400888,39,"C, H, I, N, O",0.0562,0.2192,0.0369,0.9652
NSC_694666,39,"C, H, I, N, O",0.0562,0.2144,0.0389,0.971
NSC_263540,43,"C, H, N, O, P",0.0562,0.2276,0.0331,0.991
NSC_114379,43,"C, H, N, O, S",0.0562,0.136,0.0426,0.9872
NSC_30029,26,"C, H, I, N, O",0.0563,0.1333,0.0403,0.9867
NSC_34851,20,"C, H, N, O, S",0.0563,0.1398,0.0406,0.973
NSC_1017,41,"C, Cl, H, N, O",0.0563,0.1576,0.0434,0.9699
NSC_1074,22,"C, H, N, O",0.0563,0.1799,0.0417,0.9778
NSC_103055,37,"C, H, N, O",0.0563,0.1265,0.0436,0.9849
NSC_100593,27,"C, H, O",0.0563,0.159,0.0394,0.9776
NSC_101330,44,"C, H, N, O, S",0.0563,0.2326,0.0394,0.9596
NSC_102239,39,"Br, C, H, N, O",0.0563,0.1317,0.0443,0.9808
NSC_24632,17,"C, H, O, S",0.0564,0.1313,0.0444,0.9832
NSC_38961,20,"C, H, I, N, O",0.0564,0.1297,0.0419,0.9764
NSC_317284,33,"C, H, N, O, S",0.0564,0.1622,0.0463,0.966
NSC_13419,54,"C, H, O, S",0.0564,0.1385,0.0413,0.9903
NSC_107665,27,"C, H, N, S",0.0564,0.1382,0.0397,0.9603
NSC_11005,28,"C, H, O, S",0.0564,0.1383,0.0407,0.9902
NSC_96963,15,"C, Cl, H, N",0.0564,0.1177,0.0426,0.9923
NSC_100977,28,"C, H, O",0.0564,0.1617,0.038,0.973
NSC_103663,60,"C, H, N, O",0.0564,0.1397,0.0422,0.9659
NSC_89774,20,"C, H, I, O",0.0565,0.144,0.0424,0.9648
NSC_2222,48,"C, H, I, O",0.0565,0.1701,0.0353,0.9669
NSC_634203,37,"C, H, I, N, O",0.0565,0.181,0.0414,0.9676
NSC_100992,30,"C, H, O",0.0565,0.1699,0.0391,0.9665
NSC_100238,44,"C, H, N, O",0.0565,0.2011,0.0355,0.9743
NSC_112808,33,"C, H, O, S",0.0566,0.1431,0.0418,0.9886
NSC_127232,46,"C, H, I, O",0.0566,0.1821,0.0383,0.9669
NSC_15284,78,"C, H, N, S",0.0566,0.1785,0.0446,0.9718
NSC_202403,22,"C, H, I, N, O",0.0566,0.121,0.0398,0.9732
NSC_99795,21,"C, H, I, N, O",0.0566,0.1345,0.0401,0.9787
NSC_117228,38,"C, H, N",0.0566,0.1358,0.0437,0.918
NSC_101806,34,"C, H, N, O",0.0566,0.1238,0.0446,0.9803
NSC_104978,65,"C, H, O, S",0.0567,0.1737,0.0402,0.9894
NSC_10946,47,"C, H, N, O, S",0.0567,0.2079,0.041,0.9859
NSC_302630,46,"C, Cl, H, O, S",0.0567,0.2257,0.0386,0.9667
NSC_715725,44,"C, H, I, N, O, S",0.0567,0.1506,0.0418,0.9627
NSC_107500,46,"C, H, N, O, S",0.0567,0.1399,0.0444,0.9881
NSC_321450,52,"C, H, I, N, O",0.0567,0.1439,0.0435,0.9808
NSC_14329,90,"C, H, O",0.0568,0.1905,0.0369,0.9672
NSC_83460,31,"C, H, I, N, O",0.0568,0.1504,0.0434,0.9644
NSC_101886,57,"C, H, O, S",0.0568,0.1825,0.0414,0.978
NSC_1009,41,"C, H, N, O",0.0568,0.1588,0.0436,0.9698
NSC_111280,31,"C, H, N, O",0.0568,0.2035,0.0381,0.9176
NSC_101479,25,"C, H, N, O",0.0568,0.1439,0.0428,0.98
NSC_121169,23,"C, H, I, N, O",0.0568,0.1555,0.0417,0.9726
NSC_5558,35,"C, H, O",0.0568,0.1848,0.037,0.972
NSC_101481,29,"C, H, N, O",0.0569,0.1442,0.0453,0.9794
NSC_112453,37,"C, H, N, O, S",0.0569,0.1423,0.0434,0.9889
NSC_108204,24,"C, Cl, H, N, O",0.0569,0.1812,0.0429,0.9718
NSC_101033,35,"C, H, N, O",0.0569,0.1954,0.0429,0.9583
NSC_118388,17,"C, Cl, H, N, O",0.0569,0.0934,0.0479,0.9713
NSC_101589,27,"C, H, N, O",0.0569,0.1374,0.0476,0.9811
NSC_659308,33,"C, H, I, N, O",0.057,0.1544,0.0394,0.9754
NSC_158413,41,"C, Cl, F, H, N, O, S",0.057,0.1584,0.0448,0.9865
NSC_98688,15,"C, H, I, O",0.057,0.1547,0.0388,0.9727
NSC_142518,26,"C, H, I, N, O",0.057,0.1472,0.0449,0.9626
NSC_347489,12,"C, H, I, N",0.057,0.0937,0.0448,0.9577
NSC_1064,19,"C, H, N, O",0.057,0.1343,0.0405,0.9747
NSC_84517,24,"C, H, I, O",0.057,0.1349,0.048,0.9604
NSC_239644,13,"Br, C, H, N, O",0.057,0.1,0.0465,0.9552
NSC_268763,42,"C, H, I, N",0.057,0.1533,0.0424,0.9399
NSC_283821,27,"C, Cl, H, I, O",0.0571,0.1464,0.0457,0.9616
NSC_101515,9,"C, H, N, S",0.0571,0.1412,0.0442,0.9838
NSC_112863,41,"C, H, O, S",0.0571,0.1354,0.0447,0.9877
NSC_108399,33,"C, H, N, O, S",0.0571,0.1624,0.0421,0.9882
NSC_106078,26,"Br, C, H, O",0.0571,0.1471,0.0419,0.9697
NSC_101801,33,"C, H, N, O",0.0571,0.1772,0.042,0.9783
NSC_118319,37,"C, H, N, O",0.0571,0.1668,0.0414,0.9674
NSC_113920,35,"C, F, H, N, O, S",0.0571,0.1274,0.0435,0.9886
NSC_114941,50,"C, H, N, O, S",0.0571,0.1438,0.0452,0.9862
NSC_280629,12,"C, H, I, N",0.0571,0.1168,0.0469,0.9705
NSC_507495,57,"C, H, I, O",0.0571,0.1587,0.0439,0.9795
NSC_280841,32,"C, H, I, N, O",0.0571,0.1493,0.041,0.975
NSC_80185,16,"C, H, I, N",0.0572,0.1374,0.0472,0.9788
NSC_114712,16,"C, H, N, O",0.0572,0.1574,0.0394,0.9767
NSC_10009,16,"C, Cl, H, N",0.0572,0.1287,0.0452,0.9459
NSC_699415,47,"C, H, I, O",0.0572,0.2188,0.0399,0.9686
NSC_100169,29,"C, H, N, S",0.0572,0.2127,0.041,0.979
NSC_202445,37,"C, H, N, O, P",0.0572,0.216,0.0359,0.9926
NSC_109962,57,"C, H, N, O, S",0.0572,0.1719,0.0454,0.9831
NSC_107380,55,"C, H, N, O",0.0572,0.2461,0.0372,0.9655
NSC_122135,36,"C, F, H, N, O, S",0.0572,0.1419,0.0405,0.989
NSC_102552,21,"C, H, N, O, S",0.0572,0.1751,0.0398,0.9852
NSC_101986,31,"C, H, N, O",0.0572,0.1451,0.0439,0.9687
NSC_101550,29,"C, H, N",0.0572,0.138,0.0422,0.9101
NSC_105392,79,"C, H, I, O",0.0573,0.1704,0.0456,0.9833
NSC_101170,13,"C, H, N, O",0.0573,0.1341,0.0403,0.9826
NSC_634208,47,"C, H, I, N, O",0.0573,0.1743,0.0411,0.9688
NSC_74803,39,"C, H, O",0.0573,0.2548,0.0313,0.967
NSC_110379,28,"C, H, I",0.0573,0.1432,0.0457,0.9081
NSC_351332,25,"C, Cl, H, N, O",0.0573,0.1128,0.0501,0.9817
NSC_146439,52,"C, F, H, N, O, S",0.0573,0.1558,0.0409,0.9872
NSC_103353,25,"C, H, N, S",0.0573,0.135,0.0448,0.9726
NSC_119111,54,"C, H, O, S",0.0574,0.157,0.0436,0.9844
NSC_268651,15,"C, F, H, N, S",0.0574,0.1396,0.044,0.9683
NSC_100714,53,"C, H, N, O",0.0574,0.256,0.0412,0.945
NSC_715290,44,"C, H, I, N, O",0.0574,0.1358,0.0472,0.9775
NSC_101023,36,"C, H, N, O, S",0.0574,0.168,0.043,0.9686
NSC_78565,21,"C, H, I, N, O",0.0575,0.1117,0.0498,0.9816
NSC_102787,25,"C, Cl, H, O",0.0575,0.1584,0.0445,0.9723
NSC_102385,27,"C, Cl, H, O",0.0575,0.195,0.0431,0.9772
NSC_60727,16,"C, H, I, O",0.0575,0.1542,0.0418,0.948
NSC_101498,30,"C, H, N",0.0575,0.1226,0.0464,0.9751
NSC_221258,19,"C, Cl, H, I, N, O",0.0575,0.1457,0.0475,0.972
NSC_1071,18,"C, H, N, O",0.0575,0.1543,0.0453,0.9794
NSC_108923,19,"C, H, N, S",0.0575,0.1315,0.0467,0.9505
NSC_107666,27,"C, H, N, O",0.0575,0.1392,0.0453,0.9799
NSC_347492,16,"C, H, I, N, S",0.0576,0.1274,0.0433,0.9682
NSC_102779,19,"Br, C, H, O",0.0576,0.1345,0.0423,0.9719
NSC_608646,37,"C, H, I, N, O, S",0.0576,0.1454,0.0425,0.9862
NSC_108589,26,"C, Cl, H, N, O",0.0576,0.14,0.0431,0.9698
NSC_355278,38,"C, Cl, H, I, N, O",0.0576,0.1587,0.0405,0.9639
NSC_118657,30,"C, H, N, O",0.0576,0.1903,0.0433,0.9548
NSC_48174,24,"C, H, I, O",0.0576,0.1803,0.038,0.9606
NSC_114448,46,"C, H, N, O, S",0.0576,0.1888,0.0435,0.9882
NSC_116580,57,"C, Cl, F, H, N, O, S",0.0576,0.1442,0.0423,0.9855
NSC_238936,24,"C, Cl, H, S",0.0576,0.1156,0.0528,0.9034
NSC_408622,22,"C, H, I, O",0.0577,0.1516,0.0443,0.9398
NSC_125014,40,"C, H, N, O, S",0.0577,0.1726,0.0411,0.9573
NSC_23306,31,"C, Cl, H, N, O",0.0577,0.1711,0.0445,0.9652
NSC_699414,44,"C, H, I, O",0.0577,0.2069,0.0415,0.968
NSC_100109,29,"C, H, N, O",0.0577,0.1555,0.0418,0.9705
NSC_100415,21,"C, H, N, O",0.0577,0.1518,0.0484,0.9797
NSC_136018,24,"C, H, N, O, S",0.0577,0.1304,0.0469,0.9695
NSC_101824,33,"C, H, N",0.0577,0.1129,0.0452,0.9864
NSC_108868,12,"C, H, N, O",0.0578,0.1702,0.0342,0.9862
NSC_109644,23,"C, H, O, S",0.0578,0.1945,0.0378,0.9346
NSC_162718,23,"C, H, N, O, S",0.0578,0.1238,0.039,0.9708
NSC_123055,29,"C, H, I, N, O",0.0578,0.1404,0.0474,0.9719
NSC_106960,44,"C, H, N, O, S",0.0578,0.234,0.0408,0.9866
NSC_111108,23,"C, F, H, N, O, S",0.0578,0.138,0.0441,0.9925
NSC_100751,24,"C, H, N, O",0.0579,0.149,0.0431,0.9664
NSC_138272,18,"C, Cl, F, H, O, S",0.0579,0.1414,0.0425,0.9933
NSC_101012,34,"C, H, O, S",0.0579,0.1544,0.042,0.9554
NSC_102801,33,"C, F, H, N",0.0579,0.1892,0.0392,0.9681
NSC_1201,26,"C, H, I, O",0.0579,0.1631,0.0385,0.9737
NSC_150507,19,"C, H, I, N, O",0.0579,0.121,0.0466,0.9727
NSC_116795,21,"C, H, N",0.0579,0.1514,0.0419,0.9383
NSC_101576,49,"C, H, N, O, S",0.0579,0.2142,0.0423,0.9857
NSC_274271,18,"C, H, I, O",0.0579,0.1593,0.04,0.9751
NSC_101473,22,"C, H, N, O",0.0579,0.1411,0.0422,0.9818
NSC_26804,25,"C, H, S",0.0579,0.1861,0.036,0.9557
NSC_111247,26,"C, H, N",0.0579,0.1613,0.0422,0.9188
NSC_715731,34,"C, H, I, N, O",0.058,0.1577,0.0434,0.9654
NSC_117835,19,"C, H, N",0.058,0.1167,0.0476,0.9728
NSC_96895,17,"C, H, I, N",0.058,0.1336,0.0457,0.9721
NSC_103540,37,"C, H, N, O",0.058,0.1693,0.0425,0.9618
NSC_106753,47,"Br, C, H, N, O",0.058,0.1369,0.0457,0.9824
NSC_106544,47,"Br, C, H, N, O",0.058,0.1369,0.0457,0.9824
NSC_120714,24,"C, H, N, O, S",0.058,0.1458,0.0394,0.9803
NSC_102496,14,"Br, C, Cl, H, N, S",0.058,0.1002,0.0511,0.9757
NSC_103345,18,"C, H, N, O",0.058,0.1302,0.045,0.9814
NSC_4462,36,"C, Cl, H, N, O",0.058,0.1431,0.0448,0.9772
NSC_103068,50,"C, H, N, O, S",0.058,0.2083,0.042,0.9853
NSC_109120,16,"Br, C, H, O",0.058,0.1221,0.0439,0.9842
NSC_10229,19,"C, Cl, F, H, O",0.058,0.1317,0.0478,0.976
NSC_155561,22,"C, H, I, O",0.058,0.1535,0.0452,0.959
NSC_11113,22,"C, H, N",0.058,0.1228,0.0426,0.9659
NSC_209,28,"C, H, O, S",0.058,0.1448,0.0413,0.9456
NSC_136972,16,"C, H, I, N, O",0.058,0.1542,0.0437,0.9737
NSC_102811,32,"C, H, N, O",0.0581,0.1146,0.0498,0.9819
NSC_105766,32,"C, H, N, O",0.0581,0.1402,0.0482,0.9729
NSC_527083,29,"C, H, I, N, O",0.0581,0.1733,0.0456,0.9823
NSC_106861,16,"C, H, N, O",0.0581,0.1731,0.0406,0.9687
NSC_675356,28,"C, H, I, N, O, S",0.0581,0.1972,0.0397,0.9897
NSC_102245,28,"C, H, N, O",0.0581,0.1619,0.0469,0.9611
NSC_100763,33,"C, H, N, O",0.0581,0.1619,0.0411,0.9684
NSC_1032,25,"C, H, N, O",0.0581,0.1428,0.0497,0.9833
NSC_1012,46,"C, H, N, O",0.0581,0.1947,0.0416,0.9736
NSC_100912,28,"C, H, N, O",0.0581,0.1674,0.0419,0.9793
NSC_114924,23,"C, H, N, O",0.0581,0.109,0.0488,0.9745
NSC_270137,36,"C, Cl, H, I, N, O",0.0582,0.1386,0.0393,0.9716
NSC_103688,52,"C, H, N, O, P",0.0582,0.2133,0.0416,0.9875
NSC_101348,52,"C, H, O, S",0.0582,0.1454,0.0434,0.99
NSC_55507,36,"C, H, O",0.0582,0.1473,0.0477,0.9449
NSC_102323,39,"C, Cl, H, N, O",0.0582,0.1422,0.0446,0.9646
NSC_101614,20,"C, H, N, O",0.0582,0.1173,0.0466,0.9666
NSC_226586,13,"C, Cl, I, N",0.0582,0.0996,0.0524,0.947
NSC_190753,25,"C, Cl, H, I, O",0.0582,0.1523,0.0424,0.9653
NSC_100224,45,"C, H, O, S",0.0582,0.2076,0.0351,0.9746
NSC_45097,23,"C, H, I, O",0.0582,0.1528,0.0418,0.9436
NSC_100729,18,"C, H, N, O",0.0582,0.1596,0.0441,0.9675
NSC_650990,53,"C, H, I, N, O",0.0583,0.1757,0.0454,0.9834
NSC_105008,37,"Br, C, H, N, O",0.0583,0.1872,0.0445,0.9755
NSC_66383,32,"C, H, I, N, O",0.0583,0.1108,0.0483,0.9837
NSC_15246,77,"C, H, N, S",0.0583,0.1929,0.0449,0.9704
NSC_101823,30,"C, H, N",0.0583,0.0952,0.0465,0.987
NSC_102322,60,"C, F, H, N, O, S",0.0583,0.1608,0.042,0.9886
NSC_98680,27,"C, H, I, N, O",0.0583,0.1566,0.0453,0.9771
NSC_119984,62,"C, H, N, O, S",0.0584,0.1303,0.0463,0.9807
NSC_114408,48,"C, H, N, O, S",0.0584,0.1909,0.0441,0.9874
NSC_715722,31,"C, H, I, N, O, S",0.0584,0.1519,0.0439,0.9625
NSC_304444,27,"C, H, N, O, S",0.0584,0.1735,0.0409,0.9884
NSC_111317,29,"C, Cl, H, N, O",0.0584,0.1607,0.0454,0.9683
NSC_3525,16,"Br, C, H, N, O",0.0584,0.1016,0.0494,0.9781
NSC_100749,37,"C, H, N, O, P",0.0584,0.1931,0.0381,0.9939
NSC_114377,41,"C, H, N, O, S",0.0584,0.1368,0.0458,0.987
NSC_53183,18,"C, H, I, N, O",0.0584,0.1132,0.0458,0.9683
NSC_132570,26,"C, H, O, S",0.0585,0.1253,0.041,0.9678
NSC_10050,29,"C, H, O",0.0585,0.2003,0.0389,0.9709
NSC_673,28,"C, H, O",0.0585,0.1701,0.0377,0.9861
NSC_10861,21,"C, H, I, O",0.0585,0.1665,0.0394,0.9362
NSC_129613,38,"C, H, I, N, O",0.0585,0.186,0.0427,0.952
NSC_622941,28,"C, H, I, N, O",0.0585,0.1707,0.045,0.9792
NSC_640893,38,"C, H, I, N, O",0.0585,0.2297,0.0409,0.9662
NSC_10740,24,"C, H, N, O",0.0585,0.13,0.0431,0.9759
NSC_123539,39,"C, Cl, F, H, N, O, S",0.0585,0.197,0.0425,0.9873
NSC_119321,34,"C, H, N, S",0.0585,0.2493,0.0403,0.9585
NSC_114366,43,"C, H, N, O, S",0.0585,0.1869,0.0425,0.9878
NSC_309834,33,"C, H, I, O",0.0585,0.2276,0.0369,0.9653
NSC_100732,23,"C, H, N, O, S",0.0586,0.142,0.045,0.9808
NSC_100728,22,"C, H, O",0.0586,0.1246,0.0467,0.9749
NSC_100277,90,"C, H, O",0.0586,0.2636,0.0338,0.9591
NSC_202618,24,"C, Cl, H, S",0.0586,0.1207,0.0526,0.9186
NSC_715720,46,"C, H, I, N, O, S",0.0586,0.155,0.0417,0.9638
NSC_135439,33,"C, F, H, O, S",0.0586,0.2041,0.0418,0.99
NSC_158548,47,"C, Cl, F, H, N, O, S",0.0586,0.1533,0.0457,0.9925
NSC_32862,12,"C, Cl, H, I",0.0586,0.1453,0.0481,0.9357
NSC_114383,46,"C, H, N, O, S",0.0586,0.1865,0.0419,0.9851
NSC_25012,20,"C, H, I, O",0.0587,0.1597,0.0482,0.9532
NSC_108751,29,"C, H, N, O",0.0587,0.1931,0.0429,0.952
NSC_114409,55,"C, H, N, O, S",0.0587,0.142,0.0459,0.9839
NSC_118307,33,"C, H, I, N",0.0588,0.1617,0.044,0.9326
NSC_70478,27,"C, H, I, N, O",0.0588,0.1339,0.0448,0.9784
NSC_119983,58,"C, H, N, O, S",0.0588,0.1021,0.0494,0.9822
NSC_157730,21,"C, H, I, N, O",0.0588,0.1699,0.0417,0.9696
NSC_118612,58,"C, H, N, O, S",0.0588,0.1021,0.0494,0.9822
NSC_122788,48,"C, H, N, O, P",0.0588,0.2113,0.0397,0.9861
NSC_131040,64,"C, H, N, O, S",0.0588,0.107,0.0495,0.9834
NSC_8421,14,"C, H, I",0.0588,0.1865,0.0379,0.9649
NSC_715747,42,"C, H, I, N, O, S",0.0589,0.1582,0.0434,0.9712
NSC_105691,53,"C, H, N, O, S",0.0589,0.2129,0.0449,0.9829
NSC_112715,10,"C, H, N, S",0.0589,0.1057,0.0497,0.9596
NSC_100744,28,"C, H, O",0.0589,0.1731,0.0408,0.969
NSC_9246,14,"C, H, I, N",0.0589,0.1612,0.0431,0.9646
NSC_114425,55,"C, H, N, O, S",0.0589,0.1924,0.0441,0.9846
NSC_119917,17,"C, Cl, F, H, N, O, S",0.0589,0.1299,0.0444,0.9934
NSC_141430,18,"C, H, I",0.0589,0.1281,0.05,0.9443
NSC_107507,29,"C, H, N, O",0.0589,0.13,0.0478,0.9832
NSC_160918,26,"C, Cl, H, N, O, S",0.059,0.1269,0.0507,0.9886
NSC_118320,34,"C, H, N, O",0.059,0.1506,0.0454,0.9641
NSC_102906,14,"C, H, N, O, S",0.059,0.1186,0.0453,0.9761
NSC_10228,19,"C, Cl, F, H, O",0.059,0.131,0.0482,0.9754
NSC_45154,15,"C, H, I, N",0.059,0.1023,0.05,0.9803
NSC_721209,36,"C, H, I, N, O, S",0.059,0.1534,0.0441,0.9736
NSC_124774,54,"C, H, O, S",0.059,0.2373,0.0342,0.9847
NSC_715738,56,"C, Cl, H, I, N, O, S",0.059,0.16,0.0436,0.9665
NSC_104991,24,"Br, C, H, N, O",0.059,0.1311,0.0472,0.9762
NSC_267019,38,"C, H, N, O, S",0.059,0.2214,0.0447,0.9682
NSC_112542,23,"C, H, N, O, S",0.059,0.1404,0.0414,0.9794
NSC_694694,36,"C, H, I, N, O",0.059,0.2075,0.0378,0.9593
NSC_102795,28,"C, Cl, H, O",0.0591,0.1692,0.0433,0.972
NSC_109596,13,"C, Cl, H, N",0.0591,0.1444,0.0452,0.9005
NSC_103711,22,"C, H, I, N, O",0.0591,0.1656,0.0442,0.9728
NSC_56935,24,"C, H, I, N, S",0.0591,0.132,0.0472,0.9764
NSC_223075,19,"C, H, I, N",0.0591,0.143,0.0469,0.9635
NSC_59663,8,"C, Cl, O, S",0.0591,0.1082,0.0493,0.9977
NSC_101532,22,"C, Cl, F, H, N, O",0.0591,0.1586,0.043,0.9693
NSC_132390,17,"C, H, I, N, S",0.0591,0.1504,0.041,0.9484
NSC_43786,27,"C, H, O, P",0.0591,0.2026,0.0373,0.9923
NSC_68597,12,"C, H, N, O, S",0.0591,0.148,0.0425,0.979
NSC_339587,28,"C, H, I, O",0.0591,0.1774,0.0447,0.969
NSC_115128,26,"C, H, I, N, O",0.0591,0.1546,0.0431,0.9557
NSC_161099,56,"C, Cl, F, H, N, O, S",0.0592,0.1539,0.0456,0.9904
NSC_100280,34,"C, Cl, H, N, O, S",0.0592,0.1134,0.0504,0.979
NSC_100412,32,"C, H, O",0.0592,0.1723,0.0436,0.9495
NSC_100416,18,"C, H, N, O",0.0592,0.1079,0.0536,0.983
NSC_112327,46,"C, H, N, O, S",0.0592,0.1673,0.0433,0.987
NSC_106264,45,"C, H, N, O",0.0592,0.1817,0.0424,0.9597
NSC_108401,51,"C, H, N, O, S",0.0592,0.1797,0.0459,0.9812
NSC_101622,30,"C, H, N",0.0592,0.1603,0.0464,0.9675
NSC_1713,20,"C, H, I, O",0.0592,0.1527,0.041,0.9745
NSC_20648,52,"C, H, N, O, S",0.0592,0.1357,0.0448,0.9545
NSC_406266,28,"C, H, O",0.0592,0.1701,0.0398,0.9647
NSC_10761,25,"Br, C, H, N, O",0.0592,0.2053,0.0412,0.973
NSC_736059,39,"C, H, I, N, O",0.0593,0.1703,0.0439,0.9663
NSC_101492,42,"C, Cl, H, N, O",0.0593,0.176,0.0396,0.9609
NSC_101651,37,"C, H, N, O",0.0593,0.2029,0.041,0.9676
NSC_111109,22,"C, F, H, O, S",0.0593,0.1241,0.0428,0.9918
NSC_223093,44,"C, H, N, S",0.0593,0.2192,0.0345,0.9684
NSC_100619,24,"C, H, N, S",0.0593,0.1228,0.043,0.9802
NSC_111909,21,"C, H, N, S",0.0593,0.148,0.0435,0.9581
NSC_105684,50,"C, H, N, O, S",0.0593,0.1489,0.0458,0.9858
NSC_106572,34,"C, H, N, O, S",0.0593,0.2142,0.0395,0.9883
NSC_715734,56,"C, H, I, N, O, S",0.0593,0.1566,0.043,0.9669
NSC_108402,44,"C, H, N, O, S",0.0593,0.1676,0.0462,0.9841
NSC_127751,52,"C, Cl, F, H, N, O, S",0.0594,0.1546,0.045,0.9864
NSC_91464,13,"C, H, I, O",0.0594,0.1511,0.0392,0.9679
NSC_103656,54,"C, H, N",0.0594,0.1469,0.0465,0.9466
NSC_204086,36,"C, H, I, N, O",0.0594,0.1583,0.0465,0.9705
NSC_263766,22,"C, Cl, H, I, N",0.0594,0.1372,0.0474,0.9689
NSC_83719,26,"C, Cl, H, N, O",0.0594,0.1677,0.0431,0.9523
NSC_166443,29,"C, F, H, O, S",0.0595,0.1207,0.0487,0.9899
NSC_102266,48,"C, H, O, P",0.0595,0.2143,0.0431,0.987
NSC_101120,24,"Br, C, H, O",0.0595,0.1781,0.0433,0.9719
NSC_125095,40,"C, F, H, N, O, S",0.0595,0.1927,0.0427,0.9875
NSC_10328,16,"Br, C, F, H, O",0.0595,0.155,0.0475,0.9502
NSC_107979,38,"C, H, N, O",0.0595,0.1568,0.0451,0.9679
NSC_10012,26,"C, H, N, O",0.0596,0.1281,0.0467,0.9704
NSC_122344,19,"C, Cl, H, N, O",0.0596,0.1678,0.0408,0.9747
NSC_10008,18,"C, H, N, O",0.0596,0.1592,0.05,0.9785
NSC_10052,30,"C, H, O",0.0596,0.1963,0.0411,0.9668
NSC_654223,48,"C, H, I, N, O",0.0596,0.1754,0.0441,0.9733
NSC_203393,19,"C, Cl, H, I, N, O",0.0596,0.1306,0.0464,0.9679
NSC_109521,41,"C, H, O, S",0.0596,0.1422,0.046,0.9866
NSC_211696,27,"C, H, I, N, O",0.0596,0.1658,0.0409,0.98
NSC_102340,17,"C, Cl, H, N",0.0596,0.1016,0.0524,0.9646
NSC_148299,18,"C, F, H, O, S",0.0596,0.1559,0.0426,0.9928
NSC_103658,58,"C, H, N",0.0596,0.168,0.0424,0.9588
NSC_12521,15,"C, Cl, F, H, O, S",0.0596,0.1168,0.0469,0.9937
NSC_127409,49,"C, H, O, P",0.0596,0.1989,0.0337,0.9921
NSC_10182,32,"C, H, N, O",0.0596,0.1658,0.0442,0.9644
NSC_105800,27,"C, H, N, O",0.0596,0.174,0.0404,0.9566
NSC_695672,48,"C, Cl, H, I, N, O",0.0597,0.1671,0.0451,0.9818
NSC_113923,40,"C, F, H, N, O, S",0.0597,0.1587,0.0414,0.9869
NSC_50693,22,"C, H, I, O",0.0597,0.1362,0.0447,0.9759
NSC_100212,34,"C, H, N, O",0.0597,0.2475,0.0395,0.954
NSC_111602,61,"C, H, N, O, S",0.0597,0.2056,0.0441,0.989
NSC_123052,25,"C, H, I, N, O",0.0597,0.1354,0.0471,0.9745
NSC_103651,74,"C, H, N, O",0.0597,0.1805,0.0428,0.9567
NSC_33307,17,"C, Cl, H, N, O",0.0597,0.1748,0.0473,0.9802
NSC_137040,14,"C, Cl, H, I, N",0.0597,0.1705,0.0436,0.9612
NSC_169997,24,"C, H, I, O",0.0597,0.1475,0.0504,0.9576
NSC_113905,31,"C, F, H, N, O, S",0.0597,0.1251,0.0455,0.989
NSC_165587,60,"C, H, N, O, S",0.0597,0.131,0.0489,0.9874
NSC_715729,50,"C, H, I, N, O, S",0.0597,0.153,0.0437,0.9596
NSC_105628,30,"C, Cl, H, N, O, S",0.0597,0.1448,0.0471,0.9874
NSC_246136,26,"C, H, I, N, O",0.0598,0.1602,0.0458,0.979
NSC_10536,17,"C, H, S",0.0598,0.2165,0.0357,0.9822
NSC_112532,25,"C, H, N, O",0.0598,0.1865,0.041,0.9741
NSC_63036,6,"C, Cl, H, S",0.0599,0.1215,0.0465,0.968
NSC_111911,22,"C, H, N, O, S",0.0599,0.1402,0.0451,0.9536
NSC_75098,13,"C, Cl, S",0.0599,0.1162,0.0519,0.7844
NSC_190349,23,"C, H, I, N, O",0.0599,0.1448,0.0479,0.9781
NSC_117290,36,"C, H, N, O",0.0599,0.1929,0.0431,0.9784
NSC_139076,33,"C, H, I, N, O",0.0599,0.2041,0.0426,0.9752
NSC_107810,23,"C, Cl, H, N, O, S",0.0599,0.1304,0.0499,0.9895
NSC_154940,84,"C, H, N, O, S",0.0599,0.1916,0.0445,0.9777
NSC_103187,49,"C, F, H, O",0.0599,0.2114,0.0399,0.9664
NSC_11357,33,"C, H, N, O, S",0.06,0.1542,0.0477,0.9856
NSC_10726,29,"C, H, N, O",0.06,0.1904,0.0438,0.9684
NSC_110433,31,"C, H, N, O, S",0.06,0.1326,0.0495,0.9887
NSC_100900,22,"C, Cl, H, O",0.06,0.1423,0.0438,0.9729
NSC_105674,41,"Br, C, H, N, O",0.06,0.2476,0.0413,0.9564
NSC_157541,15,"C, Cl, H, I",0.06,0.1473,0.0457,0.9363
NSC_103838,66,"C, H, N",0.06,0.1785,0.0422,0.9423
NSC_90603,26,"C, H, I, N",0.06,0.1596,0.0468,0.9784
NSC_126691,51,"C, H, N, O, P",0.06,0.2175,0.0426,0.9862
NSC_105655,39,"C, H, N, O, S",0.06,0.1772,0.0455,0.9867
